total,untranslated,needReview,translated,approved,rejected,translatedOnly,fuzzy,unit,locale,lastTranslated,project,version/iteration
913,913,0,0,0,0,0,0,MESSAGE,en-BM,,paywall-subtitles,subtitles
9701,9701,0,0,0,0,0,0,WORD,en-BM,,paywall-subtitles,subtitles
913,913,0,0,0,0,0,0,MESSAGE,sr-Cyrl-RS,,paywall-subtitles,subtitles
9701,9701,0,0,0,0,0,0,WORD,sr-Cyrl-RS,,paywall-subtitles,subtitles
913,913,0,0,0,0,0,0,MESSAGE,nb,,paywall-subtitles,subtitles
9701,9701,0,0,0,0,0,0,WORD,nb,,paywall-subtitles,subtitles
913,913,0,0,0,0,0,0,MESSAGE,dsb,,paywall-subtitles,subtitles
9701,9701,0,0,0,0,0,0,WORD,dsb,,paywall-subtitles,subtitles
913,913,0,0,0,0,0,0,MESSAGE,ar-IL,,paywall-subtitles,subtitles
9701,9701,0,0,0,0,0,0,WORD,ar-IL,,paywall-subtitles,subtitles
913,913,0,0,0,0,0,0,MESSAGE,en-BS,,paywall-subtitles,subtitles
9701,9701,0,0,0,0,0,0,WORD,en-BS,,paywall-subtitles,subtitles
913,913,0,0,0,0,0,0,MESSAGE,nd,,paywall-subtitles,subtitles
9701,9701,0,0,0,0,0,0,WORD,nd,,paywall-subtitles,subtitles
913,913,0,0,0,0,0,0,MESSAGE,ne,,paywall-subtitles,subtitles
9701,9701,0,0,0,0,0,0,WORD,ne,,paywall-subtitles,subtitles
913,913,0,0,0,0,0,0,MESSAGE,hr-BA,,paywall-subtitles,subtitles
9701,9701,0,0,0,0,0,0,WORD,hr-BA,,paywall-subtitles,subtitles
913,913,0,0,0,0,0,0,MESSAGE,pl-PL,,paywall-subtitles,subtitles
9701,9701,0,0,0,0,0,0,WORD,pl-PL,,paywall-subtitles,subtitles
913,913,0,0,0,0,0,0,MESSAGE,ar-IQ,,paywall-subtitles,subtitles
9701,9701,0,0,0,0,0,0,WORD,ar-IQ,,paywall-subtitles,subtitles
913,913,0,0,0,0,0,0,MESSAGE,en-BW,,paywall-subtitles,subtitles
9701,9701,0,0,0,0,0,0,WORD,en-BW,,paywall-subtitles,subtitles
913,913,0,0,0,0,0,0,MESSAGE,en-BZ,,paywall-subtitles,subtitles
9701,9701,0,0,0,0,0,0,WORD,en-BZ,,paywall-subtitles,subtitles
913,913,0,0,0,0,0,0,MESSAGE,bs-Latn,,paywall-subtitles,subtitles
9701,9701,0,0,0,0,0,0,WORD,bs-Latn,,paywall-subtitles,subtitles
913,913,0,0,0,0,0,0,MESSAGE,nl,,paywall-subtitles,subtitles
9701,9701,0,0,0,0,0,0,WORD,nl,,paywall-subtitles,subtitles
913,913,0,0,0,0,0,0,MESSAGE,shi-Latn,,paywall-subtitles,subtitles
9701,9701,0,0,0,0,0,0,WORD,shi-Latn,,paywall-subtitles,subtitles
913,913,0,0,0,0,0,0,MESSAGE,nn,,paywall-subtitles,subtitles
9701,9701,0,0,0,0,0,0,WORD,nn,,paywall-subtitles,subtitles
913,913,0,0,0,0,0,0,MESSAGE,en-CA,,paywall-subtitles,subtitles
9701,9701,0,0,0,0,0,0,WORD,en-CA,,paywall-subtitles,subtitles
913,913,0,0,0,0,0,0,MESSAGE,ks-IN,,paywall-subtitles,subtitles
9701,9701,0,0,0,0,0,0,WORD,ks-IN,,paywall-subtitles,subtitles
913,913,0,0,0,0,0,0,MESSAGE,mt-MT,,paywall-subtitles,subtitles
9701,9701,0,0,0,0,0,0,WORD,mt-MT,,paywall-subtitles,subtitles
913,913,0,0,0,0,0,0,MESSAGE,ebu-KE,,paywall-subtitles,subtitles
9701,9701,0,0,0,0,0,0,WORD,ebu-KE,,paywall-subtitles,subtitles
913,913,0,0,0,0,0,0,MESSAGE,en-CC,,paywall-subtitles,subtitles
9701,9701,0,0,0,0,0,0,WORD,en-CC,,paywall-subtitles,subtitles
913,913,0,0,0,0,0,0,MESSAGE,rof,,paywall-subtitles,subtitles
9701,9701,0,0,0,0,0,0,WORD,rof,,paywall-subtitles,subtitles
913,913,0,0,0,0,0,0,MESSAGE,kab,,paywall-subtitles,subtitles
9701,9701,0,0,0,0,0,0,WORD,kab,,paywall-subtitles,subtitles
913,913,0,0,0,0,0,0,MESSAGE,es-PY,,paywall-subtitles,subtitles
9701,9701,0,0,0,0,0,0,WORD,es-PY,,paywall-subtitles,subtitles
913,913,0,0,0,0,0,0,MESSAGE,oc,,paywall-subtitles,subtitles
9701,9701,0,0,0,0,0,0,WORD,oc,,paywall-subtitles,subtitles
913,913,0,0,0,0,0,0,MESSAGE,lt-LT,,paywall-subtitles,subtitles
9701,9701,0,0,0,0,0,0,WORD,lt-LT,,paywall-subtitles,subtitles
913,913,0,0,0,0,0,0,MESSAGE,pa-Arab,,paywall-subtitles,subtitles
9701,9701,0,0,0,0,0,0,WORD,pa-Arab,,paywall-subtitles,subtitles
913,913,0,0,0,0,0,0,MESSAGE,teo-KE,,paywall-subtitles,subtitles
9701,9701,0,0,0,0,0,0,WORD,teo-KE,,paywall-subtitles,subtitles
913,913,0,0,0,0,0,0,MESSAGE,kam,,paywall-subtitles,subtitles
9701,9701,0,0,0,0,0,0,WORD,kam,,paywall-subtitles,subtitles
913,913,0,0,0,0,0,0,MESSAGE,mer,,paywall-subtitles,subtitles
9701,9701,0,0,0,0,0,0,WORD,mer,,paywall-subtitles,subtitles
913,913,0,0,0,0,0,0,MESSAGE,si-LK,,paywall-subtitles,subtitles
9701,9701,0,0,0,0,0,0,WORD,si-LK,,paywall-subtitles,subtitles
913,913,0,0,0,0,0,0,MESSAGE,ar-BH,,paywall-subtitles,subtitles
9701,9701,0,0,0,0,0,0,WORD,ar-BH,,paywall-subtitles,subtitles
913,913,0,0,0,0,0,0,MESSAGE,az-Latn,,paywall-subtitles,subtitles
9701,9701,0,0,0,0,0,0,WORD,az-Latn,,paywall-subtitles,subtitles
913,913,0,0,0,0,0,0,MESSAGE,om,,paywall-subtitles,subtitles
9701,9701,0,0,0,0,0,0,WORD,om,,paywall-subtitles,subtitles
913,913,0,0,0,0,0,0,MESSAGE,or,,paywall-subtitles,subtitles
9701,9701,0,0,0,0,0,0,WORD,or,,paywall-subtitles,subtitles
913,913,0,0,0,0,0,0,MESSAGE,os,,paywall-subtitles,subtitles
9701,9701,0,0,0,0,0,0,WORD,os,,paywall-subtitles,subtitles
913,913,0,0,0,0,0,0,MESSAGE,ru-BY,,paywall-subtitles,subtitles
9701,9701,0,0,0,0,0,0,WORD,ru-BY,,paywall-subtitles,subtitles
913,913,0,0,0,0,0,0,MESSAGE,sv-FI,,paywall-subtitles,subtitles
9701,9701,0,0,0,0,0,0,WORD,sv-FI,,paywall-subtitles,subtitles
913,913,0,0,0,0,0,0,MESSAGE,ms-SG,,paywall-subtitles,subtitles
9701,9701,0,0,0,0,0,0,WORD,ms-SG,,paywall-subtitles,subtitles
913,913,0,0,0,0,0,0,MESSAGE,fr-YT,,paywall-subtitles,subtitles
9701,9701,0,0,0,0,0,0,WORD,fr-YT,,paywall-subtitles,subtitles
913,913,0,0,0,0,0,0,MESSAGE,mfe,,paywall-subtitles,subtitles
9701,9701,0,0,0,0,0,0,WORD,mfe,,paywall-subtitles,subtitles
913,913,0,0,0,0,0,0,MESSAGE,nus-SS,,paywall-subtitles,subtitles
9701,9701,0,0,0,0,0,0,WORD,nus-SS,,paywall-subtitles,subtitles
913,913,0,0,0,0,0,0,MESSAGE,dua,,paywall-subtitles,subtitles
9701,9701,0,0,0,0,0,0,WORD,dua,,paywall-subtitles,subtitles
913,913,0,0,0,0,0,0,MESSAGE,pa,,paywall-subtitles,subtitles
9701,9701,0,0,0,0,0,0,WORD,pa,,paywall-subtitles,subtitles
913,913,0,0,0,0,0,0,MESSAGE,sw-CD,,paywall-subtitles,subtitles
9701,9701,0,0,0,0,0,0,WORD,sw-CD,,paywall-subtitles,subtitles
913,913,0,0,0,0,0,0,MESSAGE,dsb-DE,,paywall-subtitles,subtitles
9701,9701,0,0,0,0,0,0,WORD,dsb-DE,,paywall-subtitles,subtitles
913,913,0,0,0,0,0,0,MESSAGE,ps-AF,,paywall-subtitles,subtitles
9701,9701,0,0,0,0,0,0,WORD,ps-AF,,paywall-subtitles,subtitles
913,913,0,0,0,0,0,0,MESSAGE,pl,,paywall-subtitles,subtitles
9701,9701,0,0,0,0,0,0,WORD,pl,,paywall-subtitles,subtitles
913,913,0,0,0,0,0,0,MESSAGE,ewo,,paywall-subtitles,subtitles
9701,9701,0,0,0,0,0,0,WORD,ewo,,paywall-subtitles,subtitles
913,913,0,0,0,0,0,0,MESSAGE,th-TH,,paywall-subtitles,subtitles
9701,9701,0,0,0,0,0,0,WORD,th-TH,,paywall-subtitles,subtitles
913,913,0,0,0,0,0,0,MESSAGE,br-FR,,paywall-subtitles,subtitles
9701,9701,0,0,0,0,0,0,WORD,br-FR,,paywall-subtitles,subtitles
913,913,0,0,0,0,0,0,MESSAGE,ps,,paywall-subtitles,subtitles
9701,9701,0,0,0,0,0,0,WORD,ps,,paywall-subtitles,subtitles
913,913,0,0,0,0,0,0,MESSAGE,pt,,paywall-subtitles,subtitles
9701,9701,0,0,0,0,0,0,WORD,pt,,paywall-subtitles,subtitles
913,913,0,0,0,0,0,0,MESSAGE,bs-Cyrl-BA,,paywall-subtitles,subtitles
9701,9701,0,0,0,0,0,0,WORD,bs-Cyrl-BA,,paywall-subtitles,subtitles
913,913,0,0,0,0,0,0,MESSAGE,uz-Latn-UZ,,paywall-subtitles,subtitles
9701,9701,0,0,0,0,0,0,WORD,uz-Latn-UZ,,paywall-subtitles,subtitles
913,913,0,0,0,0,0,0,MESSAGE,kde-TZ,,paywall-subtitles,subtitles
9701,9701,0,0,0,0,0,0,WORD,kde-TZ,,paywall-subtitles,subtitles
913,913,0,0,0,0,0,0,MESSAGE,nyn-UG,,paywall-subtitles,subtitles
9701,9701,0,0,0,0,0,0,WORD,nyn-UG,,paywall-subtitles,subtitles
913,913,0,0,0,0,0,0,MESSAGE,mgh,,paywall-subtitles,subtitles
9701,9701,0,0,0,0,0,0,WORD,mgh,,paywall-subtitles,subtitles
913,913,0,0,0,0,0,0,MESSAGE,fr-VU,,paywall-subtitles,subtitles
9701,9701,0,0,0,0,0,0,WORD,fr-VU,,paywall-subtitles,subtitles
913,913,0,0,0,0,0,0,MESSAGE,sr-Latn-RS,,paywall-subtitles,subtitles
9701,9701,0,0,0,0,0,0,WORD,sr-Latn-RS,,paywall-subtitles,subtitles
913,913,0,0,0,0,0,0,MESSAGE,ta-IN,,paywall-subtitles,subtitles
9701,9701,0,0,0,0,0,0,WORD,ta-IN,,paywall-subtitles,subtitles
913,913,0,0,0,0,0,0,MESSAGE,mgo,,paywall-subtitles,subtitles
9701,9701,0,0,0,0,0,0,WORD,mgo,,paywall-subtitles,subtitles
913,913,0,0,0,0,0,0,MESSAGE,luo-KE,,paywall-subtitles,subtitles
9701,9701,0,0,0,0,0,0,WORD,luo-KE,,paywall-subtitles,subtitles
913,913,0,0,0,0,0,0,MESSAGE,ar-DJ,,paywall-subtitles,subtitles
9701,9701,0,0,0,0,0,0,WORD,ar-DJ,,paywall-subtitles,subtitles
913,913,0,0,0,0,0,0,MESSAGE,el-CY,,paywall-subtitles,subtitles
9701,9701,0,0,0,0,0,0,WORD,el-CY,,paywall-subtitles,subtitles
913,913,0,0,0,0,0,0,MESSAGE,nl-NL,,paywall-subtitles,subtitles
9701,9701,0,0,0,0,0,0,WORD,nl-NL,,paywall-subtitles,subtitles
913,913,0,0,0,0,0,0,MESSAGE,mk-MK,,paywall-subtitles,subtitles
9701,9701,0,0,0,0,0,0,WORD,mk-MK,,paywall-subtitles,subtitles
913,913,0,0,0,0,0,0,MESSAGE,qu,,paywall-subtitles,subtitles
9701,9701,0,0,0,0,0,0,WORD,qu,,paywall-subtitles,subtitles
913,913,0,0,0,0,0,0,MESSAGE,brx,,paywall-subtitles,subtitles
9701,9701,0,0,0,0,0,0,WORD,brx,,paywall-subtitles,subtitles
913,913,0,0,0,0,0,0,MESSAGE,mas-TZ,,paywall-subtitles,subtitles
9701,9701,0,0,0,0,0,0,WORD,mas-TZ,,paywall-subtitles,subtitles
913,913,0,0,0,0,0,0,MESSAGE,ar-DZ,,paywall-subtitles,subtitles
9701,9701,0,0,0,0,0,0,WORD,ar-DZ,,paywall-subtitles,subtitles
913,913,0,0,0,0,0,0,MESSAGE,kde,,paywall-subtitles,subtitles
9701,9701,0,0,0,0,0,0,WORD,kde,,paywall-subtitles,subtitles
913,913,0,0,0,0,0,0,MESSAGE,smn-FI,,paywall-subtitles,subtitles
9701,9701,0,0,0,0,0,0,WORD,smn-FI,,paywall-subtitles,subtitles
913,913,0,0,0,0,0,0,MESSAGE,ce-RU,,paywall-subtitles,subtitles
9701,9701,0,0,0,0,0,0,WORD,ce-RU,,paywall-subtitles,subtitles
913,913,0,0,0,0,0,0,MESSAGE,es-PE,,paywall-subtitles,subtitles
9701,9701,0,0,0,0,0,0,WORD,es-PE,,paywall-subtitles,subtitles
913,913,0,0,0,0,0,0,MESSAGE,hsb-DE,,paywall-subtitles,subtitles
9701,9701,0,0,0,0,0,0,WORD,hsb-DE,,paywall-subtitles,subtitles
913,913,0,0,0,0,0,0,MESSAGE,rwk-TZ,,paywall-subtitles,subtitles
9701,9701,0,0,0,0,0,0,WORD,rwk-TZ,,paywall-subtitles,subtitles
913,913,0,0,0,0,0,0,MESSAGE,tzm-MA,,paywall-subtitles,subtitles
9701,9701,0,0,0,0,0,0,WORD,tzm-MA,,paywall-subtitles,subtitles
913,913,0,0,0,0,0,0,MESSAGE,es-PA,,paywall-subtitles,subtitles
9701,9701,0,0,0,0,0,0,WORD,es-PA,,paywall-subtitles,subtitles
913,913,0,0,0,0,0,0,MESSAGE,fil-PH,,paywall-subtitles,subtitles
9701,9701,0,0,0,0,0,0,WORD,fil-PH,,paywall-subtitles,subtitles
913,913,0,0,0,0,0,0,MESSAGE,ki-KE,,paywall-subtitles,subtitles
9701,9701,0,0,0,0,0,0,WORD,ki-KE,,paywall-subtitles,subtitles
913,913,0,0,0,0,0,0,MESSAGE,ar-EH,,paywall-subtitles,subtitles
9701,9701,0,0,0,0,0,0,WORD,ar-EH,,paywall-subtitles,subtitles
913,913,0,0,0,0,0,0,MESSAGE,ro-RO,,paywall-subtitles,subtitles
9701,9701,0,0,0,0,0,0,WORD,ro-RO,,paywall-subtitles,subtitles
913,913,0,0,0,0,0,0,MESSAGE,ar-EG,,paywall-subtitles,subtitles
9701,9701,0,0,0,0,0,0,WORD,ar-EG,,paywall-subtitles,subtitles
913,913,0,0,0,0,0,0,MESSAGE,sq-XK,,paywall-subtitles,subtitles
9701,9701,0,0,0,0,0,0,WORD,sq-XK,,paywall-subtitles,subtitles
913,913,0,0,0,0,0,0,MESSAGE,rm,,paywall-subtitles,subtitles
9701,9701,0,0,0,0,0,0,WORD,rm,,paywall-subtitles,subtitles
913,913,0,0,0,0,0,0,MESSAGE,es-PH,,paywall-subtitles,subtitles
9701,9701,0,0,0,0,0,0,WORD,es-PH,,paywall-subtitles,subtitles
913,913,0,0,0,0,0,0,MESSAGE,rn,,paywall-subtitles,subtitles
9701,9701,0,0,0,0,0,0,WORD,rn,,paywall-subtitles,subtitles
913,913,0,0,0,0,0,0,MESSAGE,saq-KE,,paywall-subtitles,subtitles
9701,9701,0,0,0,0,0,0,WORD,saq-KE,,paywall-subtitles,subtitles
913,913,0,0,0,0,0,0,MESSAGE,ro,,paywall-subtitles,subtitles
9701,9701,0,0,0,0,0,0,WORD,ro,,paywall-subtitles,subtitles
913,913,0,0,0,0,0,0,MESSAGE,es-PR,,paywall-subtitles,subtitles
9701,9701,0,0,0,0,0,0,WORD,es-PR,,paywall-subtitles,subtitles
913,913,0,0,0,0,0,0,MESSAGE,yi-001,,paywall-subtitles,subtitles
9701,9701,0,0,0,0,0,0,WORD,yi-001,,paywall-subtitles,subtitles
913,913,0,0,0,0,0,0,MESSAGE,fr-WF,,paywall-subtitles,subtitles
9701,9701,0,0,0,0,0,0,WORD,fr-WF,,paywall-subtitles,subtitles
913,913,0,0,0,0,0,0,MESSAGE,xog-UG,,paywall-subtitles,subtitles
9701,9701,0,0,0,0,0,0,WORD,xog-UG,,paywall-subtitles,subtitles
913,913,0,0,0,0,0,0,MESSAGE,fa-IR,,paywall-subtitles,subtitles
9701,9701,0,0,0,0,0,0,WORD,fa-IR,,paywall-subtitles,subtitles
913,913,0,0,0,0,0,0,MESSAGE,ru,,paywall-subtitles,subtitles
9701,9701,0,0,0,0,0,0,WORD,ru,,paywall-subtitles,subtitles
913,913,0,0,0,0,0,0,MESSAGE,lg-UG,,paywall-subtitles,subtitles
9701,9701,0,0,0,0,0,0,WORD,lg-UG,,paywall-subtitles,subtitles
913,913,0,0,0,0,0,0,MESSAGE,ml-IN,,paywall-subtitles,subtitles
9701,9701,0,0,0,0,0,0,WORD,ml-IN,,paywall-subtitles,subtitles
913,913,0,0,0,0,0,0,MESSAGE,rw,,paywall-subtitles,subtitles
9701,9701,0,0,0,0,0,0,WORD,rw,,paywall-subtitles,subtitles
913,913,0,0,0,0,0,0,MESSAGE,luy-KE,,paywall-subtitles,subtitles
9701,9701,0,0,0,0,0,0,WORD,luy-KE,,paywall-subtitles,subtitles
913,913,0,0,0,0,0,0,MESSAGE,kea,,paywall-subtitles,subtitles
9701,9701,0,0,0,0,0,0,WORD,kea,,paywall-subtitles,subtitles
913,913,0,0,0,0,0,0,MESSAGE,cs-CZ,,paywall-subtitles,subtitles
9701,9701,0,0,0,0,0,0,WORD,cs-CZ,,paywall-subtitles,subtitles
913,913,0,0,0,0,0,0,MESSAGE,fr-TN,,paywall-subtitles,subtitles
9701,9701,0,0,0,0,0,0,WORD,fr-TN,,paywall-subtitles,subtitles
913,913,0,0,0,0,0,0,MESSAGE,twq,,paywall-subtitles,subtitles
9701,9701,0,0,0,0,0,0,WORD,twq,,paywall-subtitles,subtitles
913,913,0,0,0,0,0,0,MESSAGE,vai-Latn,,paywall-subtitles,subtitles
9701,9701,0,0,0,0,0,0,WORD,vai-Latn,,paywall-subtitles,subtitles
913,913,0,0,0,0,0,0,MESSAGE,pt-AO,,paywall-subtitles,subtitles
9701,9701,0,0,0,0,0,0,WORD,pt-AO,,paywall-subtitles,subtitles
913,913,0,0,0,0,0,0,MESSAGE,se,,paywall-subtitles,subtitles
9701,9701,0,0,0,0,0,0,WORD,se,,paywall-subtitles,subtitles
913,913,0,0,0,0,0,0,MESSAGE,nb-NO,,paywall-subtitles,subtitles
9701,9701,0,0,0,0,0,0,WORD,nb-NO,,paywall-subtitles,subtitles
913,913,0,0,0,0,0,0,MESSAGE,sg,,paywall-subtitles,subtitles
9701,9701,0,0,0,0,0,0,WORD,sg,,paywall-subtitles,subtitles
913,913,0,0,0,0,0,0,MESSAGE,si,,paywall-subtitles,subtitles
9701,9701,0,0,0,0,0,0,WORD,si,,paywall-subtitles,subtitles
913,913,0,0,0,0,0,0,MESSAGE,sk,,paywall-subtitles,subtitles
9701,9701,0,0,0,0,0,0,WORD,sk,,paywall-subtitles,subtitles
913,913,0,0,0,0,0,0,MESSAGE,fr-SY,,paywall-subtitles,subtitles
9701,9701,0,0,0,0,0,0,WORD,fr-SY,,paywall-subtitles,subtitles
913,913,0,0,0,0,0,0,MESSAGE,sl,,paywall-subtitles,subtitles
9701,9701,0,0,0,0,0,0,WORD,sl,,paywall-subtitles,subtitles
913,913,0,0,0,0,0,0,MESSAGE,uz-Arab,,paywall-subtitles,subtitles
9701,9701,0,0,0,0,0,0,WORD,uz-Arab,,paywall-subtitles,subtitles
913,913,0,0,0,0,0,0,MESSAGE,sv-AX,,paywall-subtitles,subtitles
9701,9701,0,0,0,0,0,0,WORD,sv-AX,,paywall-subtitles,subtitles
913,913,0,0,0,0,0,0,MESSAGE,sn,,paywall-subtitles,subtitles
9701,9701,0,0,0,0,0,0,WORD,sn,,paywall-subtitles,subtitles
913,913,0,0,0,0,0,0,MESSAGE,so,,paywall-subtitles,subtitles
9701,9701,0,0,0,0,0,0,WORD,so,,paywall-subtitles,subtitles
913,913,0,0,0,0,0,0,MESSAGE,sq,,paywall-subtitles,subtitles
9701,9701,0,0,0,0,0,0,WORD,sq,,paywall-subtitles,subtitles
913,913,0,0,0,0,0,0,MESSAGE,sr,,paywall-subtitles,subtitles
9701,9701,0,0,0,0,0,0,WORD,sr,,paywall-subtitles,subtitles
913,913,0,0,0,0,0,0,MESSAGE,bg-BG,,paywall-subtitles,subtitles
9701,9701,0,0,0,0,0,0,WORD,bg-BG,,paywall-subtitles,subtitles
913,913,0,0,0,0,0,0,MESSAGE,brx-IN,,paywall-subtitles,subtitles
9701,9701,0,0,0,0,0,0,WORD,brx-IN,,paywall-subtitles,subtitles
913,913,0,0,0,0,0,0,MESSAGE,cgg-UG,,paywall-subtitles,subtitles
9701,9701,0,0,0,0,0,0,WORD,cgg-UG,,paywall-subtitles,subtitles
913,913,0,0,0,0,0,0,MESSAGE,fr-TD,,paywall-subtitles,subtitles
9701,9701,0,0,0,0,0,0,WORD,fr-TD,,paywall-subtitles,subtitles
913,913,0,0,0,0,0,0,MESSAGE,sv,,paywall-subtitles,subtitles
9701,9701,0,0,0,0,0,0,WORD,sv,,paywall-subtitles,subtitles
913,913,0,0,0,0,0,0,MESSAGE,fr-TG,,paywall-subtitles,subtitles
9701,9701,0,0,0,0,0,0,WORD,fr-TG,,paywall-subtitles,subtitles
913,913,0,0,0,0,0,0,MESSAGE,sw,,paywall-subtitles,subtitles
9701,9701,0,0,0,0,0,0,WORD,sw,,paywall-subtitles,subtitles
913,913,0,0,0,0,0,0,MESSAGE,ha-NE,,paywall-subtitles,subtitles
9701,9701,0,0,0,0,0,0,WORD,ha-NE,,paywall-subtitles,subtitles
913,913,0,0,0,0,0,0,MESSAGE,es-MX,,paywall-subtitles,subtitles
9701,9701,0,0,0,0,0,0,WORD,es-MX,,paywall-subtitles,subtitles
913,913,0,0,0,0,0,0,MESSAGE,sr-Latn-ME,,paywall-subtitles,subtitles
9701,9701,0,0,0,0,0,0,WORD,sr-Latn-ME,,paywall-subtitles,subtitles
913,913,0,0,0,0,0,0,MESSAGE,mfe-MU,,paywall-subtitles,subtitles
9701,9701,0,0,0,0,0,0,WORD,mfe-MU,,paywall-subtitles,subtitles
913,913,0,0,0,0,0,0,MESSAGE,ta,,paywall-subtitles,subtitles
9701,9701,0,0,0,0,0,0,WORD,ta,,paywall-subtitles,subtitles
913,913,0,0,0,0,0,0,MESSAGE,yav,,paywall-subtitles,subtitles
9701,9701,0,0,0,0,0,0,WORD,yav,,paywall-subtitles,subtitles
913,913,0,0,0,0,0,0,MESSAGE,pt-BR,,paywall-subtitles,subtitles
9701,9701,0,0,0,0,0,0,WORD,pt-BR,,paywall-subtitles,subtitles
913,913,0,0,0,0,0,0,MESSAGE,asa,,paywall-subtitles,subtitles
9701,9701,0,0,0,0,0,0,WORD,asa,,paywall-subtitles,subtitles
913,913,0,0,0,0,0,0,MESSAGE,te,,paywall-subtitles,subtitles
9701,9701,0,0,0,0,0,0,WORD,te,,paywall-subtitles,subtitles
913,913,0,0,0,0,0,0,MESSAGE,sn-ZW,,paywall-subtitles,subtitles
9701,9701,0,0,0,0,0,0,WORD,sn-ZW,,paywall-subtitles,subtitles
913,913,0,0,0,0,0,0,MESSAGE,ha-NG,,paywall-subtitles,subtitles
9701,9701,0,0,0,0,0,0,WORD,ha-NG,,paywall-subtitles,subtitles
913,913,0,0,0,0,0,0,MESSAGE,th,,paywall-subtitles,subtitles
9701,9701,0,0,0,0,0,0,WORD,th,,paywall-subtitles,subtitles
913,913,0,0,0,0,0,0,MESSAGE,ln-AO,,paywall-subtitles,subtitles
9701,9701,0,0,0,0,0,0,WORD,ln-AO,,paywall-subtitles,subtitles
913,913,0,0,0,0,0,0,MESSAGE,ti,,paywall-subtitles,subtitles
9701,9701,0,0,0,0,0,0,WORD,ti,,paywall-subtitles,subtitles
913,913,0,0,0,0,0,0,MESSAGE,es-NI,,paywall-subtitles,subtitles
9701,9701,0,0,0,0,0,0,WORD,es-NI,,paywall-subtitles,subtitles
913,913,0,0,0,0,0,0,MESSAGE,dyo,,paywall-subtitles,subtitles
9701,9701,0,0,0,0,0,0,WORD,dyo,,paywall-subtitles,subtitles
913,913,0,0,0,0,0,0,MESSAGE,pa-Guru,,paywall-subtitles,subtitles
9701,9701,0,0,0,0,0,0,WORD,pa-Guru,,paywall-subtitles,subtitles
913,913,0,0,0,0,0,0,MESSAGE,bez-TZ,,paywall-subtitles,subtitles
9701,9701,0,0,0,0,0,0,WORD,bez-TZ,,paywall-subtitles,subtitles
913,913,0,0,0,0,0,0,MESSAGE,lkt-US,,paywall-subtitles,subtitles
9701,9701,0,0,0,0,0,0,WORD,lkt-US,,paywall-subtitles,subtitles
913,913,0,0,0,0,0,0,MESSAGE,to,,paywall-subtitles,subtitles
9701,9701,0,0,0,0,0,0,WORD,to,,paywall-subtitles,subtitles
913,913,0,0,0,0,0,0,MESSAGE,tr,,paywall-subtitles,subtitles
9701,9701,0,0,0,0,0,0,WORD,tr,,paywall-subtitles,subtitles
913,913,0,0,0,0,0,0,MESSAGE,mzn-IR,,paywall-subtitles,subtitles
9701,9701,0,0,0,0,0,0,WORD,mzn-IR,,paywall-subtitles,subtitles
913,913,0,0,0,0,0,0,MESSAGE,id-ID,,paywall-subtitles,subtitles
9701,9701,0,0,0,0,0,0,WORD,id-ID,,paywall-subtitles,subtitles
913,913,0,0,0,0,0,0,MESSAGE,qu-BO,,paywall-subtitles,subtitles
9701,9701,0,0,0,0,0,0,WORD,qu-BO,,paywall-subtitles,subtitles
913,913,0,0,0,0,0,0,MESSAGE,lv-LV,,paywall-subtitles,subtitles
9701,9701,0,0,0,0,0,0,WORD,lv-LV,,paywall-subtitles,subtitles
913,913,0,0,0,0,0,0,MESSAGE,nmg,,paywall-subtitles,subtitles
9701,9701,0,0,0,0,0,0,WORD,nmg,,paywall-subtitles,subtitles
913,913,0,0,0,0,0,0,MESSAGE,en-ZA,,paywall-subtitles,subtitles
9701,9701,0,0,0,0,0,0,WORD,en-ZA,,paywall-subtitles,subtitles
913,913,0,0,0,0,0,0,MESSAGE,ug,,paywall-subtitles,subtitles
9701,9701,0,0,0,0,0,0,WORD,ug,,paywall-subtitles,subtitles
913,913,0,0,0,0,0,0,MESSAGE,uk,,paywall-subtitles,subtitles
9701,9701,0,0,0,0,0,0,WORD,uk,,paywall-subtitles,subtitles
913,913,0,0,0,0,0,0,MESSAGE,en-ZM,,paywall-subtitles,subtitles
9701,9701,0,0,0,0,0,0,WORD,en-ZM,,paywall-subtitles,subtitles
913,913,0,0,0,0,0,0,MESSAGE,yo-NG,,paywall-subtitles,subtitles
9701,9701,0,0,0,0,0,0,WORD,yo-NG,,paywall-subtitles,subtitles
913,913,0,0,0,0,0,0,MESSAGE,asa-TZ,,paywall-subtitles,subtitles
9701,9701,0,0,0,0,0,0,WORD,asa-TZ,,paywall-subtitles,subtitles
913,913,0,0,0,0,0,0,MESSAGE,haw,,paywall-subtitles,subtitles
9701,9701,0,0,0,0,0,0,WORD,haw,,paywall-subtitles,subtitles
913,913,0,0,0,0,0,0,MESSAGE,ur,,paywall-subtitles,subtitles
9701,9701,0,0,0,0,0,0,WORD,ur,,paywall-subtitles,subtitles
913,913,0,0,0,0,0,0,MESSAGE,shi-Latn-MA,,paywall-subtitles,subtitles
9701,9701,0,0,0,0,0,0,WORD,shi-Latn-MA,,paywall-subtitles,subtitles
913,913,0,0,0,0,0,0,MESSAGE,en-ZW,,paywall-subtitles,subtitles
9701,9701,0,0,0,0,0,0,WORD,en-ZW,,paywall-subtitles,subtitles
913,913,0,0,0,0,0,0,MESSAGE,fr-RE,,paywall-subtitles,subtitles
